time,x,y,z,vx,vy,vz
0.0,45371.0,0.0,0.0,-0.0,2.95473735107229,5.900474145507807
0.02404809619238477,45367.40332444495,255.79414958341448,510.80911325040717,-0.08308876802326783,2.95450312146302,5.900006399786479
0.04809619238476954,45356.61386801522,511.547744250035,1021.5372402033593,-0.166164362726977,2.953800469771175,5.898603236781306
0.07214428857715431,45338.63334132656,767.2202355128521,1532.1034074013837,-0.24921361288013452,2.952629507398758,5.896264878956946
0.09619238476953908,45313.46459510394,1022.7710877434063,2042.4266670649392,-0.33222335142854753,2.950990419996152,5.892991697048647
0.12024048096192384,45281.1116197295,1278.1597845985136,2552.4261099262903,-0.41518041758239593,2.948883467432682,5.88878421000346
0.14428857715430862,45241.57954460994,1533.3458354439365,3062.02087805728,-0.4980716589028109,2.9463089837554177,5.883643084897969
0.1683366733466934,45194.87463736325,1788.2887817739736,3571.130177688956,-0.5808839333871307,2.9432673771362086,5.8775691368325225
0.19238476953907815,45141.00430282507,2042.9482036259628,4079.6732920210384,-0.6636041115525011,2.9397591298069736,5.87056332880201
0.21643286573146292,45079.9770818746,2297.283725988666,4587.569594019164,-0.7462190785174901,2.935784797983242,5.8626267715431775
0.24048096192384769,45011.80265008052,2551.2550252035317,5094.7385591979155,-0.82871573608139,2.9313450117759716,5.853760723358531
0.26452905811623245,44936.49181616703,2804.8218353578145,5601.09977838759,-0.9110810048008717,2.9264404750916446,5.8439665899168345
0.28857715430861725,44854.05652030011,3057.9439546685426,6106.572970482677,-0.9933018260636683,2.92107196552067,5.833245924030254
0.312625250501002,44764.50983219448,3310.5812518563075,6611.077995170033,-1.0753651641589532,2.915240334214097,5.821600425408158
0.3366733466933868,44667.86594904149,3562.693672507893,7114.534865634752,-1.1572580083440898,2.9089465057486716,5.809031940387644
0.3607214428857715,44564.14019325818,3814.2412454266955,7616.863761241663,-1.2389673749074195,2.9021914779802485,5.795542461640809
0.3847695390781563,44453.34901005804,4065.184088969974,8117.985040190527,-1.3204803092267687,2.8949763218855855,5.781134127858819
0.4088176352705411,44335.509964843644,4315.482417371883,8617.819252142841,-1.4017838878233386,2.8873021813925464,5.765809223412833
0.43286573146292584,44210.64174042179,4565.096547051312,9116.287150818303,-1.4828652204106605,2.8791702731987368,5.749570177991823
0.45691382765531063,44078.76413404138,4813.986902903531,9613.309706558935,-1.5637114519382889,2.8705818865786012,5.732419566217364
0.48096192384769537,43939.89805425473,5062.114024574621,10108.808118858837,-1.6443097646299063,2.8615383831790147,5.714360107235432
0.5050100200400801,43794.065517602554,5309.43857271773,10602.703828857633,-1.724647380015519,2.8520411968034045,5.69539466428531
0.5290581162324649,43641.28964512338,5555.921335230126,11094.918531795593,-1.8047115609574222,2.8420918331844223,5.675526244245622
0.5531062124248497,43481.59465868784,5801.523233470097,11585.374189428469,-1.884489613669611,2.8316918697452196,5.654757997157611
0.5771543086172345,43315.00587715838,6046.205328452661,12073.993042400076,-1.9639688897303162,2.820842955349356,5.633093215725721
0.6012024048096193,43141.549712375076,6289.928827023173,12560.697622570671,-2.043136788087353,2.809546810039379,5.610535334795549
0.625250501002004,42961.2536649682,6532.655088007776,13045.410765299135,-2.121980757055956,2.7978052247641187,5.587087930809269
0.6492985971943888,42774.14631999808,6774.345628339778,13528.055621677066,-2.200488296308785,2.7856200610947446,5.5627547212386
0.6733466933867736,42580.25734242312,7014.9621291609565,14008.555670712789,-2.278646958857796,2.7729932509296185,5.537539563995429
0.6973947895791583,42379.61747239656,7254.466441896812,14486.83473146338,-2.3564443530276433,2.759926796188004,5.511446456820145
0.721442885771543,42172.25852039273,7492.8205943048615,14962.816975112793,-2.4338681444203263,2.746422768492672,5.484479536647828
0.7454909819639278,41958.213362163726,7729.986796494937,15436.426936994168,-2.5109060578707454,2.7324833088414544,5.456643078952354
0.7695390781563126,41737.51593352706,7965.927446920592,15907.589528554345,-2.5875458793928683,2.7181106272677975,5.427941497068536
0.7935871743486974,41510.20122498533,8200.605138340645,16376.230049258818,-2.6637754581162008,2.703307002490377,5.398379341492417
0.8176352705410822,41276.30527617863,8433.982663749912,16842.274198435138,-2.7395827082122453,2.6880747815518116,5.367961299159804
0.8416833667334669,41035.86517017067,8666.023022278203,17305.648087052912,-2.8149556108106526,2.672416379446557,5.336692192703188
0.8657314629258517,40788.91902756938,8896.689425056627,17766.27824943856,-2.889882215904754,2.656334278738015,5.304576979687125
0.8897795591182365,40535.50600048317,9125.945301050277,18224.091654922933,-2.9643506442461764,2.6398310291649407,5.271620751822253
0.9138276553106213,40275.66626631342,9353.75430285641,18679.01571941998,-3.0383490892282397,2.622909247237189,5.237828734158014
0.937875751503006,40009.44102138468,9580.080312467131,19130.978316934565,-3.111865818757836,2.605571615820881,5.203206284254254
0.9619238476953907,39736.87247441311,9804.887446995745,19579.907790997764,-3.1848891771154997,2.58782088371305,5.167758891331806
0.9859719438877755,39458.003839814526,10028.140064365793,20025.732966027575,-3.257407586803358,2.5696598652058324,5.131492175402204
1.0100200400801602,39172.87933085296,10249.802768961956,20468.383158613506,-3.329409550380694,2.5510914396402753,5.094411886376651
1.034068136272545,38881.54415263085,10469.840417241825,20907.78818872305,-3.4008836522868036,2.5321185509498307,5.056523903154407
1.0581162324649298,38584.04449492202,10688.218123307777,21343.87839082844,-3.471818560650884,2.5127442071936095,5.017834232690709
1.0821643286573146,38280.42752484848,10904.901264437929,21776.584624951713,-3.542203029088638,2.4929714800794684,4.978349009044408
1.1062124248496994,37970.741379402316,11119.855486575423,22205.838287626586,-3.612025898485344,2.4728035044770054,4.938074492405431
